CustomFieldId,CustomFieldOptionId,DepositId,Value,CreatedTime,ModifiedDate,CreatedBy,ModifiedBy,Disabled,IsDeleted,CityId
1117,,90001,125.0,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1118,1133.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1119,1155.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1120,2214.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1121,1094.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1122,1092.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1123,1090.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
1124,1097.0,90001,,2025-07-14 13:12:46.260471,2025-07-14 13:12:46.260471,,,0,0,
